0,-2.662482,-2.25964,4.699971,0.2196078,0.07450981,0.2156863,1
0,-0.6884229,-0.7892799,1.4529,1,0.3254902,0.4901961,1
0,0.1876053,-0.8269606,1.303577,0.4313726,0.5568628,0.5882353,1
0,-2.690039,-1.990727,5.754367,0.02745098,0.3176471,0.6862745,1
0,0.1710226,-0.7192152,1.109467,0.3764706,0.3647059,0.3254902,1
0,0.2771906,-0.7119069,1.446286,0.1019608,0.172549,0.4156863,1
0,-0.1926955,-0.6934952,2.185462,0.007843138,0.0627451,0.09803922,1
0,2.60561,-1.605523,3.893494,0.4235294,0.345098,0.3843137,1
0,0.01501768,-0.487987,0.6655951,0.3568628,0.3137255,0.2509804,1
0,-0.9438666,-0.03562715,2.301178,0.3882353,0.1490196,0.1098039,1
0,0.2398386,-0.1176316,1.60281,0.1137255,0.1176471,0.07450981,1
0,0.02800352,-0.7073253,1.007789,0.3176471,0.2862745,0.227451,1
0,0.133806,-0.9784367,1.337713,0.4235294,0.3411765,0.2352941,1
0,0.3053852,-0.8561456,1.270374,0.2705882,0.172549,0,1
0,-1.001447,0.06074295,2.380366,0.4470588,0.1372549,0.1058824,1
0,1.490241,-0.8396283,3.220989,0,0.2392157,0.1019608,1
0,0.9186442,-0.5720728,1.391915,0.4470588,0.3686275,0.3411765,1
0,-0.4394892,-0.584378,1.321246,0.427451,0.3058824,0.1882353,1
0,0.9765109,-0.6582262,2.296755,0.0627451,0.1294118,0.1607843,1
0,0.8657414,-0.6264238,1.980011,0,0.3647059,0.1490196,1
0,-1.289507,-0.04943782,3.138012,0.427451,0.1058824,0.09411765,1
0,0.3136884,-0.1552474,2.083223,0.1137255,0.1137255,0.07450981,1
0,0.8774266,-0.07548088,2.292954,0.682353,0.7529412,0.7411765,1
0,0.195581,-0.2553987,0.9483011,0.2196078,0.1803922,0.1764706,1
0,1.181206,-0.6656317,2.559617,0,0.345098,0.1372549,1
0,0.8744458,-0.5451875,1.326836,0.5411765,0.572549,0.6039216,1
0,0.6572634,-0.08425164,2.484965,0.4078431,0.4705882,0.4666667,1
0,0.01523586,-0.2768321,1.192793,0.5921569,0.572549,0.5411765,1
0,-0.9451787,-0.6468841,2.016461,0.1254902,0.1372549,0.2156863,1
0,1.185142,-0.669189,1.837054,0.4392157,0.07843138,0,1
0,1.013189,-0.6511079,2.27579,0.1294118,0.1882353,0.2313726,1
0,0.9153205,-0.688295,2.098555,0.627451,0.7176471,0.6588235,1
0,1.069626,-0.6581845,2.301636,0.09411765,0.2039216,0,1
0,1.243937,0.002205431,2.140494,0,0,0,1
0,0.9036419,-0.09355113,2.157894,0.7843137,0.8431373,0.8509804,1
0,0.1101304,-0.3937899,4.073609,0.1607843,0.1529412,0.07450981,1
0,0.9699569,-0.03337777,1.701735,0.2196078,0.2392157,0.2,1
0,-0.3298661,0.03267443,3.344439,0.2941177,0.3019608,0.254902,1
0,1.364384,-0.06017798,2.313925,0.1098039,0.1058824,0.07058824,1
0,0.8827652,-0.5974048,2.079159,0.2509804,0.3333333,0.3686275,1
0,0.857151,-0.570917,1.960461,0.6705883,0.7686275,0.8,1
0,0.9622964,-0.7078711,2.210112,0,0.3686275,0.1490196,1
0,0.6069328,-0.010201,1.98111,0.6156863,0.6627451,0.6431373,1
0,1.06949,-0.07556142,2.921718,0.3529412,0.4235294,0.3960784,1
0,0.67014,-0.04717453,2.229079,0.4980392,0.5372549,0.509804,1
0,0.6187043,-0.05116345,2.169031,0.7960784,0.8509804,0.8509804,1
0,0.3934571,-0.05639114,2.410265,0.5294118,0.5607843,0.5568628,1
0,0.8888697,-0.06107916,1.984162,0.7647059,0.8156863,0.8196079,1
0,0.8224638,-0.09335609,2.363987,0.6862745,0.7607843,0.7372549,1
0,1.130858,-0.1436383,2.932082,0.3803922,0.4509804,0.427451,1
0,0.7776877,-0.09849162,2.413733,0.7960784,0.8431373,0.8196079,1
0,0.9167299,-0.09701292,2.11636,0.6352941,0.6901961,0.6745098,1
0,0.3662649,-0.068543,2.049964,0.6980392,0.7607843,0.7490196,1
0,0.4486537,-0.07923837,2.158683,0.627451,0.682353,0.682353,1
0,0.6977787,-0.08397986,1.94261,0.6352941,0.7058824,0.6470588,1
0,0.5337526,-0.1165295,2.450556,0.7882353,0.8431373,0.8392157,1
0,0.9918776,-0.1057485,1.841643,0.2431373,0.2470588,0.2470588,1
0,1.08176,-0.1325479,2.111805,0.5490196,0.5764706,0.5686275,1
0,0.320885,-0.1172483,2.193292,0.8392157,0.8784314,0.8627451,1
0,0.3994797,-0.2017449,3.063114,0,0,0,1
