0,0.637279,-0.8281364,1.989808,0.6352941,0.6627451,0.6705883,1
1,0.4733179,-0.2584588,1.874669,0.1960784,0.2980392,0.07058824,1
2,0.7388194,-0.355669,2.321725,0.6588235,0.7215686,0.7372549,1
3,0.4530321,-0.2614512,1.68994,0.0627451,0.2156863,0,1
4,0.4971485,-0.3332595,1.768157,0.654902,0.7960784,0.5607843,1
5,0.5546854,-0.5356163,1.968673,0.5843138,0.6509804,0.6627451,1
6,0.2588621,-0.4267981,1.525001,0.6431373,0.6431373,0.5803922,1
7,0.5350969,-0.6838484,2.276862,0.7294118,0.8313726,0.827451,1
8,0.5681069,-0.6972024,2.195487,0.3647059,0.3568628,0.1568628,1
9,1.305272,-0.6904231,2.174383,0.7764706,0.8313726,0.827451,1
10,-0.425292,-0.7792476,2.33713,0.5921569,0.4627451,0.5058824,1
11,0.6237047,-0.6516733,1.910639,0.2745098,0.2313726,0.02352941,1
12,-0.5061309,-0.9865875,2.684573,0.5647059,0.3921569,0.4588235,1
13,-0.1120105,-0.579629,1.590288,0.5176471,0.5450981,0.5411765,1
14,1.389272,-0.9274509,2.420277,0.2509804,0.3058824,0.2901961,1
15,-0.0204563,-0.2402956,1.434975,0.5254902,0.5058824,0.4627451,1
16,-0.02153258,-0.2977423,1.409026,0.5058824,0.5019608,0.4588235,1
17,0.5247861,-0.2383328,2.249542,0.6705883,0.7137255,0.7254902,1
18,-0.03930657,-0.1915534,1.33425,0,0,0,1
19,0.518949,-0.3516307,2.229151,0.6509804,0.7019608,0.7098039,1
20,0.2818434,-0.2287121,1.475619,0,0,0,1
21,0.2823822,-0.2899238,1.617879,0.145098,0.4470588,0.1686275,1
22,0.2407454,-0.4124645,1.45231,0.6156863,0.627451,0.5529412,1
23,0.546288,-0.5705099,1.991361,0.05490196,0.3490196,0.02745098,1
24,0.7534673,-0.6848282,2.201034,0.4352941,0.4941176,0.4901961,1
25,0.5787647,-0.6804426,2.023728,0.3411765,0.3411765,0.282353,1
26,1.303363,-0.8965754,2.364275,0.6470588,0.7058824,0.7215686,1
27,0.5671311,-0.2164583,2.312949,0.6745098,0.7215686,0.7411765,1
28,0.2387814,-0.3255108,1.309734,0,0,0,1
29,0.2201642,-0.4209256,1.435584,0.6039216,0.6156863,0.5333334,1
30,1.241731,-1.089249,2.754504,0.5607843,0.6117647,0.627451,1
31,0.687427,-0.7556782,1.740858,0,0.227451,0,1
32,-0.01616479,-0.3439058,1.282373,0.5882353,0.6,0.5215687,1
33,0.6927975,-0.6898355,2.273528,0.3686275,0.4980392,0.6156863,1
34,0.5679799,-0.2273768,1.6809,0.172549,0.5764706,0.3176471,1
35,0.789752,-0.3515708,2.063468,0.2156863,0.7019608,0.3960784,1
36,-0.1184466,-0.5778503,1.577179,0.5686275,0.572549,0.572549,1
37,0.5360922,-0.8963858,2.206488,0.1764706,0,0,1
38,0.7862843,-0.7707785,2.191531,1,1,0.9568627,1
39,0.7020823,-0.669161,1.906805,0.9921569,0.9568627,0.8352941,1
40,0.8468618,-0.7782865,2.095585,0.8431373,0.8078431,0.2901961,1
41,0.6907296,-0.811424,2.131095,0.3176471,0.1568628,0.2,1
42,0.001858458,-0.3632848,1.301807,0.5803922,0.6,0.5215687,1
43,0.5538722,-0.3983179,1.831545,0.6666667,0.8352941,0.5803922,1
44,0.7216493,-0.3143162,2.051264,0.2392157,0.7098039,0.3921569,1
45,0.5191979,-0.4548729,1.864136,0.2352941,0.3490196,0.05098039,1
46,1.265575,-0.9590481,2.399366,0.2117647,0.3843137,0.4901961,1
47,0.4675805,-0.2537364,1.787278,0.2235294,0.3215686,0.09019608,1
48,0.2757618,-0.2877779,1.440035,0,0,0,1
49,0.5057848,-0.7587276,2.206827,0.372549,0.3647059,0.282353,1
50,0.5807416,-0.6202287,2.133223,0.003921569,0.3058824,0.03137255,1
51,0.5187053,-0.8465398,2.241521,0.254902,0.1882353,0,1
